Debut_Frappe, Fin_Frappe, Debut_Impact, Fin_Impact
11.140, 11,150,
17.883, 17.892,
24.750, 24.761,
30.172, 30.181,
36.762, 36.771,
41.352, 41.363,
48.887, 48.899
